Name,ID,Meaning
Ranked,e1a43486-eee5-4f36-9ee6-76e72af00180,For streams with an emphasis on competition to achieve rankings on a leaderboard
Rap,19320835-e4e5-4561-9105-3517abd87879,"For streams that feature the discussion, production, or authorized playback of rap music"
Raquetball,385590ed-7334-40b0-a24e-4ae83489bffc,For streams that feature the discussion or activity of raquetball
Reading Aloud,bd6fc011-575a-43f0-8418-9f912a295362,For streams with an emphasis on the narration of written works
Recovery,1d5cace2-24ca-4e60-8be1-90941137a8ca,For streams and content featuring the recovery community
Reggae,6497804e-494c-427d-8e96-30da54e7b4ec,"For streams that feature the discussion, production, or authorized playback of reggae music"
Resin,3110eb48-3290-4e94-b1b9-13f0b04ac8ce,For streams with an emphasis on the discussion or production of objects crafted using resin or resin casting
Retro,e027fb8b-219e-4959-8240-a4a082be0316,"For streams with an emphasis on the playing of old-school, retro video games"
Runion,b80a2c0d-3bca-4845-8cde-7c161bb12570,For streams and content featuring the Reunionese community
Robotics,56257f86-a66c-4ce8-af6d-89e9b1f13fed,"For streams with an emphasis on the design, construction, operation, or discussion of robots"
Rock,f27da80e-b26a-447b-bcfa-b20ac049d333,"For streams that feature the discussion, production, or authorized playback of rock music"
Rockets,89d8bfd0-0b87-468e-b24b-086b2d3cd3c8,"For streams with an emphasis on the design, construction, operation, or discussion of rockets"
Roleplay,0cb7e377-a308-44e8-91f7-07eea1d96129,For streams in which the streamer or other participants roleplay as a particular character or cast of characters
Roll and Move,76e1d57a-8bce-4f05-95df-02fd1e536fef,For streams that feature traditional board games in which the participants roll dice to determine the movement of their pieces
Romania,4d2bae82-b91d-4244-be4c-c4b4885f70a6,For streams and content featuring the Romanian community
Routing,7ddba84a-594d-4a3f-9136-1484ce243d43,For streams with an emphasis on planning or testing ideal routes
Rugby,1f6ffff7-a05c-429f-a377-345639296c41,For streams that feature the discussion or activity of rugby
Russia,a3cf86b7-90a4-409d-be29-e672c6c6e8fd,For streams and content featuring the Russian community
Rust,b23d8969-29f8-4f75-ad44-2772e3d28ec4,For streams with an emphasis on the discussion or development of software in the Rust programming language
Rwanda,0c5f40a7-fbb5-48bf-9270-bd9d26561793,For streams and content featuring the Rwandan community
Saba,994f3fb9-26d0-413e-af0a-c06195db48b6,For streams and content featuring the Saban community
Safe Space,3575df89-da01-4fc1-939c-b5465093ed04,For streams featuring safe spaces that do not tolerate the harassment or abuse of marginalized people
Sahrawi Arab Democratic Rep,976bba75-9299-4f01-a4e5-b0b4367aa640,For streams and content featuring the Sahrawi community
Saint Barthelemy,ac6e9dff-6472-41c4-8aab-119984bfbb51,For streams and content featuring the Barthelemois community
"Saint Helena, Ascension and Tristan da Cunha",3927c845-868d-4b76-a993-161b8c5b2f23,For streams and content featuring the Saint Helenian community
Saint Kitts and Nevis,09d8aa9f-cb57-42a4-85b1-6b194412dabf,For streams and content featuring the Kittitian community
Saint Lucia,adb2d6b9-a91c-4922-a546-db98c0f550d1,For streams and content featuring the Saint Lucian community
Saint Martin,aaef5772-4c71-4cba-81ad-e0a590fa484f,For streams and content featuring the Saint-Martinoise community
Saint Pierre and Miquelon,4b1fb40a-c47c-4aa7-944d-2d12604afb07,For streams and content featuring the Saint-Pierrais and Miquelonnais communities
Saint Vincent,f882f108-05e4-45f9-8ba7-6a08c4011399,For streams and content featuring the Vincentian community
Samoa,8d4cbf40-f924-4596-a1cd-803e98153548,For streams and content featuring the Samoan community
San Marino,bcbbcf57-e848-423e-9217-d18890cdc855,For streams and content featuring the Sammarinese community
Sao Tome and Principe,3954f5a8-8567-4aaa-99dd-b4726c80d78c,For streams and content featuring the Sao Tomean community
Satanist,2de58b90-39a2-4d02-b57e-bd2d1899f4c3,For streams and content featuring the Satanist community
Saturn,dfbf880d-56b8-4349-8386-1a96eb51d45a,For streams in which the streamer is playing on a Saturn console
Saudi Arabia,7c947950-3317-41b3-92e5-9f244acab5be,For streams and content featuring the Saudi community
Scale Modeling,ea24c3ca-c351-4c6c-af02-2c44ef769d97,For streams with an emphasis on the discussion or production of scale models
Schizophrenia,81835e5a-d4ec-4ca4-aacd-b750ab537034,For streams and content featuring the schizophrenia community
Scotland,f5e42c79-41cd-44df-a8dd-6c7897694841,For streams and content featuring the Scottish community
Sculpture,e844c795-5128-4ca0-a950-f64dabf5a324,"For streams with an emphasis on the production of objects or works of art typically formed from stone, wood, clay, metal or plaster"
Sega Master System,dfb0b43d-6106-4e88-84f2-5894645c2b9ev,For streams in which the streamer is playing on a Sega Master System console
Senegal,4da0719f-db09-4525-bf3b-bdd1c8a75cfe,For streams and content featuring the Senegalese community
Sensory-friendly,9f907cb8-9147-4ec9-a1f9-6bac6a8956fd,"For streams with an emphasis on reducing loud noises, excessive visuals, or other overstimulating elements"
Serbia,de85756f-670c-4455-8842-73e719e784c3,For streams and content featuring the Serbian community
Sewing,0b122d41-1e9b-4086-9a42-1e7db94f1bd1,For streams with an emphasis on the production of objects crafted using a needle and thread or sewing machine
Seychelles,c45e4ded-6c2c-45a9-bfbf-504aaa7cd556,For streams and content featuring the Seychellois community
She/Her,83341063-b1f1-4340-a0c5-ffcad0257920,She/Her is a feminine pronoun used to refer to a person in place of their name
Shopping,f8629a4c-ecce-4eca-b8fe-31838605102c,For streams with an emphasis on shopping for goods or services
Sidecasting / Watchalongs,864f2b86-b5d2-446d-bf3b-e1b34d3ca057,"For streams that feature discussion, interaction, and commentary around a live sporting event"
Sierra Leone,4517ba26-5eab-4834-81ad-ab407ee2c45b,For streams and content featuring the Sierra Leonean community
Sikh,e7fa46ca-2362-4ac1-b7bb-5defa2e77c2a,For streams and content featuring the Sikh community
Singapore,723836c5-8e00-43de-97c5-0fc64308d159,For streams and content featuring the Singaporean community
Singing,8c1ada77-52f0-4935-a1b0-a02dc65f28b4,For streams that feature a musical performance accompanied by vocals
Singleplayer,26301bb2-91a3-4272-8a9b-5bcea6db0fcd,For streams with an emphasis on singleplayer gameplay modes
Sint Eustatius,2e2c0408-34ff-4d8a-a6a8-43685b2e8c80,For streams and content featuring the Statian community
Sint Maarten,e6c54981-8ffa-4def-8fba-08aa5fdb3f94,For streams and content featuring the Sint Maartener community
Sit & Go,ea731a85-fd78-4cce-ab94-c71b2d0f9fc7,For streams that feature a style of Poker tournament with a pre-determined number of players that begins once all seats are filled
Skateboarding,fd6df368-7e76-4868-b9e9-b4f7cecc2f35,For streams that feature the discussion or activity of riding skateboards
Skiing,a02d5827-5f04-43c8-b8d2-6c6ded6e6c88,For streams that feature the discussion or activity of skiing
Skincare,e0bec521-5ff6-49cf-bea3-f01051c1da18,For streams with an emphasis on the discussion or act of cleansing and maintaining healthy skin
Slovakia,bdd3d9ca-7284-4099-86af-2c36732f9b23,For streams and content featuring the Slovak community
Slovenia,cb6764c2-596a-483c-93b3-7f5af09d093e,For streams and content featuring the Slovene community
SNES,7da451ce-5b29-4847-a2e4-bbf8e5329804,For streams in which the streamer is playing on a SNES console
Sober,f8100026-2be8-46cd-9ed6-b92904e47898,For streams and content featuring the sober community
Social Eating,d4461e94-570b-4973-b6a1-3afe026c12ca,For streams with an emphasis on the consumption of food or drink while interacting with the audience
Software Development,6f86127d-6051-4a38-94bb-f7b475dde109,For streams with an emphasis on the discussion or act of software development and its many phases
Solomon Islands,78609a5f-d757-4f4f-8f0b-b39bf18aab16,For streams and content featuring the Solomon Islander community
Solos,8282259b-a997-4c63-b908-24027f64ac9a,For streams that feature the Solos gameplay mode
Somalia,ad748753-22be-4934-8239-a35d00360183,For streams and content featuring the Somali community
Somaliland,6082a3cb-a186-4d76-8a76-61450c101fb6,For streams and content featuring the Somalilander community
Soul Music,60c39042-60b6-49b9-8132-cf720b79c5bf,"For streams that feature the discussion, production, or authorized playback of soul music"
Sound Bath,79f7ba03-88bb-4688-bc49-3a6a71895b3b,For streams and content focused on meditative experiences in which participants are bathed in sound waves
South Africa,e458ab43-5fbc-4659-b7e0-1843b50744c8,For streams and content featuring the South African community
South Asian,894d5021-4759-4924-b939-a32472642a03,For streams and content featuring the South Asian community
South Georgia and the South Sandwich Islands,b36fc8e3-8df4-4691-aa26-c577411fbb22,For streams and content featuring the South Georgian community
South Ossetia,7ec1c068-0cb9-469d-bae7-0a3f18d1bbe1,For streams and content featuring the South Ossetian community
South Sudan,985bedf4-a9da-4d9a-b403-06694fb649c1,For streams and content featuring the South Sudanese community
Southeast Asian,5de65ee8-3079-4bdd-b3bf-a255727f8337,For streams and content featuring the Southeast Asian community
Spain,7b30388b-7381-4c4f-93b7-14050e03c1d6,For streams and content featuring the Spanish community
Speech/Language Impairment,b8cc19b0-e436-4510-a5da-93df64c8a92a,For streams and content featuring the speech/language impairment community
Speedrun,7cefbf30-4c3e-4aa7-99cd-70aabb662f27,For streams with an emphasis on playing through a game as quickly as possible under a variety of conditions
Spinal Cord Injury,e6ba26c4-1145-4787-b7e8-5a87671b1dc5,For streams and content featuring the spinal cord injury community
Spirituality,63f8ee17-1678-41ee-906a-8c55c3ce81df,For streams and content featuring the spiritual community
Spoilers,0074af4d-eb56-4e57-89b6-07c39c63c9c4,"For streams that may feature the discussion, disclosure, or reveal of spoilers relevant to the broadcast"
Sport Talk,f38aa362-e2c9-48eb-9a82-13eeb14d1d5a,For streams with an emphasis on the discussion of sports or sporting events
Squads,2b2a4874-8a3c-4995-b9e2-2a0bce1eb536,For streams that feature the Squads gameplay mode
Sri Lanka,5dffd6c2-27dc-4425-b80d-58f90ff8df51,For streams and content featuring the Sri Lankan community
St. Jude,74011d60-f364-4f56-ab7f-cde2662630dd,For streams that feature Creators in the St. Jude PLAY LIVE global fundraising campaign to end childhood cancer
Stack Up,46a33c8e-d3c6-417b-bf77-2b43d74a9298,For streams that feature participation in Stack Up's fundraising campaigns to support US and allied veterans through gaming
Standup Comedy,396aee63-bb8a-43c4-95da-98fca08e144b,For streams with an emphasis on comedic performances in front of an audience
Stationery,5a9c87a8-d601-4ca0-a0dd-f3f5dd03f2e2,For streams with an emphasis on paper Stationery
Strength Training,07a1b526-3725-4ba5-8c53-efaad4941fb9,For streams with an emphasis on physical training with a focus on developing strength
Sub-Saharan,8c199551-1c75-472d-acc3-d98d9f2d4d41,For streams and content featuring the Sub-Saharan community
Sudan,e954f44e-ddd2-4a30-aa85-93d53cd869de,For streams and content featuring the Sudanese community
Surfing,8e44481a-4bc4-4155-b362-9bb499c15d3e,For streams that feature the discussion or activity of surfing
Suriname,dc5a2e38-3272-4295-b949-0f15a37ebee5,For streams and content featuring the Surinamese community
Svalbard,24526697-8533-4b26-96d0-fad8461ee2aa,For streams and content featuring the Svalbard resident community
Sweden,2574c042-42d3-4768-9067-e6b415aef9c3,For streams and content featuring the Swedish community
Switch,08084448-fa4e-4489-b209-cb35fab99f92,For streams in which the streamer is playing on the Nintendo Switch console
Switzerland,591a48c3-8319-4286-8385-4e423f408d9a,For streams and content featuring the Swiss community
Syria,b2f2e010-30ed-4b95-837f-63c4f40a16ea,For streams and content featuring the Syrian community
Table Tennis,93c8adee-d831-46c1-ac12-3d320123a9b6,For streams that feature the discussion or activity of table tennis
Taino,23d9e882-c2b0-425a-b1ec-ad3ce9f4a86f,For streams and content featuring the Taino community
Taiwan,ca25aef4-1626-40ae-ae7e-7cccb13c1988,For streams and content featuring the Taiwanese community
Tajikistan,3c7a16e0-675e-4c7e-96cf-371f46044361,For streams and content featuring the Tajikistani community
Tanzania,bd044b65-cf7a-4611-b2b6-c5de63b13d36,For streams and content featuring the Tanzanian community
Taoist,35a7d18e-e6b7-4b22-a09f-18d0ba4152cb,For streams and content featuring the Taoist community
TAS,0b83a789-5f6a-45f0-b6a3-a56926b6f8b5,For streams that feature gameplay performed by a computer to execute inputs that would be nearly impossible for a human to achieve.
Tattooing,55d222b4-0620-4791-97c5-e15b021bda63,For streams that feature the design or application of a tattoo onto the streamer or another participant
Techno,c553e849-7019-479b-a14d-a78cd3462e9a,"For streams that feature the discussion, production, or authorized playback of techno music"
Tennis,2a00b8be-6e72-4832-b359-edd1f88ff80e,For streams that feature the discussion or activity of tennis
Terran,3982255a-4f55-4eeb-bf95-0dc4d170e4be,For streams featuring players of the Terran in StarCraft or StarCraft II
Tetraplegic,c2731536-db4e-49ab-bf3c-dd07c8093d53,For streams and content featuring the tetraplegic community
Texas Hold'em,59389904-284b-4479-9d7d-e519d8fa8fb0,For streams that feature a variation of Poker in which players must form a five card hand using their two personal cards and three of the five community cards
TGS,f831e32b-c9bd-4468-ba39-a74868885b18,For streams related to the attendance or discussion of the annual Tokyo Game Show event
Thailand,517085fe-2746-4e3c-a211-75d3ea5d9e9a,For streams and content featuring the Thai community
Theater,44edf4da-f267-40e3-b6c8-0a21bcee4ba7,"For streams that feature a live performance, typically featuring actors or actresses, of a real or imagined event to an audience"
They/Them,f6efe8d3-5d80-4cc4-bb5b-fc8428b451d0,They/Them is a gender-neutral pronoun used to refer to a person in place of their name
Tobago,1fd07808-d46b-4e00-b23f-b9ba7a36c8c9,For streams and content featuring the Tobagonian community
Togo,a4be2a61-ecc3-4164-82e1-460b61dbaeb6,For streams and content featuring the Togolese community
Tokelau,a9685c59-a082-4d6a-bd8c-6cee8b60589c,For streams and content featuring the Tokelauan community
Tonga,f544d524-ea24-4249-8604-c0dca0441d43,For streams and content featuring the Tongan community
TortillaLand,87f96a03-e562-46b1-a9c1-9f0b1e04bc74,"For channels participating in the \""TortillaLand\"" Minecraft roleplaying server"
Tourette Syndrome,6a2c6a09-54a1-4daa-951c-f96bc48d1c1f,For streams and content featuring the Tourette syndrome community
Tournament,b13ce7d5-d513-49ff-a957-76f193df42aa,For streams that feature a competition between multiple teams or individuals
Track & Field,ec62af85-818f-4491-b005-102bd0958db1,For streams that feature the discussion or activity of track and field
Traditional Art,5ec52c4f-a055-404c-82fe-ea98c74c7fe6,"For streams with an emphasis on the creation of creative or artistic works in a traditional, non-digital medium"
Traditional Dance,f05f75ed-2e5e-4cb3-91c9-a50ed2e5896a,For streams that feature folk or traditional dances
Trance,0907a671-9f6f-4088-916a-52eda79d07d5,"For streams that feature the discussion, production, or authorized playback of trance music"
Transgender,c834d89e-1811-47ed-b429-395b6fbc7412,For streams and content featuring the transgender community
Travel,a6ff589a-33e5-4caf-8286-29dea98fc2e2,For streams with an emphasis on the discussion or act of making a journey elsewhere
Trinidad,e0bfa1cf-eae4-490b-9a65-1b749651d13b,For streams and content featuring the Trinidadian community
Tunisia,08544d35-d968-4f99-a8a3-e6f452abd6f2,For streams and content featuring the Tunisian community
Turkey,41999c17-eb6c-4231-93b3-2d9df3513cb0,For streams and content featuring the Turkish community
Turkmenistan,47495d03-82ea-40d3-9063-b6129c70d9ec,For streams and content featuring the Turkmen community
Turks and Caicos Islands,061c8614-28ca-4873-9d58-4ffb1af69c4f,For streams and content featuring the Turks and Caicos Islander community
Tutorial,dc709206-c072-4340-a706-694578574c7e,For streams featuring a step-by-step explanation of how to perform a specific activity for the purpose of instruction
Tuvalu,6eb487b1-3f7e-490e-82e0-801303a7fc6f,For streams and content featuring the Tuvaluan community
TwitchCon,f317a85e-495e-4aee-a0d2-0720bd00a6ce,For streams related to the attendance or discussion of the annual TwitchCon event
Two-Spirit,7f266d0b-c953-4d2f-a849-d48cae221114,For streams and content featuring the two-spirit community
Type 1 Diabetes,4899ead4-3333-49ae-b93b-f459589a148f,For streams and content featuring the type 1 diabetes community
Type 2 Diabetes,32ff9405-037e-40db-8e64-f6716343f58a,For streams and content featuring the type 2 diabetes community
Uganda,5d066b0c-e7cf-4542-a09c-f48b875cd229,For streams and content featuring the Ugandan community
UI Design,02e394f0-6ace-4686-9b80-ace1862a03b6,For streams with an emphasis on UI design
UK,bf9831d8-bd81-4d8c-8180-a42991c83a24,For streams and content featuring the British community
Ukraine,d361ae0c-93c7-46af-8c66-71192de15d68,For streams and content featuring the Ukrainian community
Unboxing,cd9ed640-426d-4a08-b8e0-417a61197264,For streams with an emphasis on removing products from their packaging and examining their features
United Arab Emirates,134f2627-8343-4a4e-afdf-09daa50279a6,For streams and content featuring the Emirati community
Unity,cb8be71b-4d29-408e-b7bf-551ca26ea5b9,"For streams featuring the application of Unity for game development, visual effects, etc."
Unmodded,532af76e-eabd-451e-9709-cd1cc7653edb,For streams that feature gameplay from an unmodified version of a game
Unreal Engine,bfedff64-c53a-4e6f-bda4-9eeb36dc8853,"For streams featuring the application of the Unreal Engine for game development, visual effects, etc."
Uruguay,cb67cccb-d806-4fe1-993c-41b2bcbb80d4,For streams and content featuring the Uruguayan community
USA,79713d37-6d2e-4953-b55b-8f47bb9caf72,For streams and content featuring the American community
UX Design,63fde30f-5320-40f6-b872-ea3cb42a3512,For streams with an emphasis on UX design
Uzbekistan,e9b0fdf4-4aed-4c9a-8dc4-a65b59d29d59,For streams and content featuring the Uzbek community
Vanuatu,758f21c9-74df-4321-8e5c-bcdc705f6447,For streams and content featuring the Vanuatuan community
Vatican City,b7ab3343-56f7-47e5-913a-6b884a26104c,For streams and content featuring the Vatican Citizen community
Vector Art,f0ab2b07-14ed-4429-8ea3-3d7d400a50cd,For streams with an emphasis on the discussion or production of vector art
Vegan,bfe9ba6a-7f49-4911-8a5e-c47ae4a5f094,For streams and content featuring the vegan community
Venezuela,3c5496df-54b0-43a5-bcb9-2bf1849e9fdd,For streams and content featuring the Venezuelan community
Veteran,3d5c81dd-c48c-4e21-90d3-6bdcf365709c,For streams and content featuring the military veteran community
Video Game Music,7aa98278-ee4b-46d7-9132-2c6c5551c8fe,For streams that feature music from video games
Vietnam,6a77901a-cda5-4606-b5dd-c7eaef707ccf,For streams and content featuring the Vietnamese community
Viewer Levels,fec05015-e841-4cff-a53c-8aa1336cf863,For streams in which the streamer is playing levels generated or submitted by their community
Virtual Boy,2b29c2e8-14b3-4cc2-ad28-a212a71be825,For streams in which the streamer is playing on a Virtual Boy console
Visible Disability,9e0618f6-52ce-41fc-a808-aca38f32cc3e,For streams and content featuring the visible disability community
Visual ASMR,77223888-8535-4614-974b-b1b2673456eb,For streams with an emphasis on the triggering of a tingling or static sensation in viewers using visual stimuli
Visually Impaired,b0be05c1-38a8-4eb9-8f6e-61524afce37d,For streams and content featuring the visually impaired community
Voice Acting,06ab147d-91b6-4c7f-83e4-2b337d2780d5,For streams that feature the voicing or acting out of dialogue for the purpose of entertainment or recording
Volleyball,68d2ae00-e25f-4af6-be40-03245f0550e0,For streams that feature the discussion or activity of volleyball
VR,ca470745-c1df-4c11-9474-9ab79dfc1863,For streams that feature gameplay utilizing virtual reality hardware
Vtuber,52d7e4cc-633d-46f5-818c-bb59102d9549,For streams in which the streamer uses a virtual avatar
Wales,6a184f98-a8bd-4c78-a169-c1309f983c7a,For streams and content featuring the Welsh community
Wallis and Futuna,33ea95b6-b92d-4fc1-9dc8-b35165efc584,For streams and content featuring the Futunan and Wallisian communities
Wargame,dbe20395-0e44-4156-92de-4a77f6cdccf0,"For streams that feature board games with an emphasis on military tactics, operations, or strategy"
Warming Up,2920fbf2-293e-4753-8ec7-b69dba5392d0,For streams that begin with introductory conversations or discussions between the streamer and their community
Warpless,69e12d80-7199-4e0a-b6aa-f9b1dd058bc5,For streams with an emphasis on avoiding the use of in-game warps
Weather,8b3b089d-aae5-4a00-8d10-b01a28451b08,For streams with an emphasis on study or discussion of weather
Web Development,c23ce252-cf78-4b98-8c11-8769801aaf3a,For streams with an emphasis on discussion or development of a website or web application
Wheelchair,bee548ea-19ba-44d1-8d50-ab1c46f3e186,For streams and content featuring streamers who are using wheelchairs/power electric chairs
Wii,38d39fbd-ae5b-4e15-bd14-4710d8873df1,For streams in which the streamer is playing on a Wii console
Winter Sports,9f3c36df-5b3c-4043-abbc-43c1dcd31047,For streams that feature the discussion or activity of winter sports
Woman,dffe48c0-951f-4bc3-a4a6-77a556988b70,For streams and content featuring women
Woodwork,c0bfabb1-0a43-41a8-8f6c-c7c434ca18f9,For streams with an emphasis on the production of objects or works of art crafted from wood
Worker Placement,06291cf5-d4e1-4c16-afbd-bd4282416ebc,For streams that feature a game in which players select individual actions from a set available to all players
World Music,e525f885-ccc0-42dd-9b6e-0586f76fdb3c,"For streams that feature the discussion, production, or authorized playback of music encompassing many different styles from around the globe, such as indigenous, etc."
Worldbuilding,218c5e0e-e3a9-4fab-9ad5-994717d226fd,"For streams with an emphasis on worldbuilding for writing projects, tabletop campaigns, and more"
WR Attempts,2b19c8f9-695f-4ea1-a5fe-eba176770dbc,For streams with an emphasis on attempts at achieving a new world record
Wrestling,7199189a-0569-4854-908e-08e6c3667379,For streams that feature the discussion or activity of wrestling
Writing,81975ba3-5c53-41f8-b614-ce5b3193955a,For streams with an emphasis writing of any kind
Xbox,7bd3b060-94fb-4771-8e6c-123d782eac01,For streams in which the streamer is playing on an Xbox console
Xbox 360,de41bd39-3220-4bb7-a79c-50c46d769669,For streams in which the streamer is playing on an Xbox 360 console
Xbox One,8dbbd76b-7570-4446-bdbf-668b04f5d569,For streams in which the streamer is playing on an Xbox One console
Xbox Series S/X,8a73a184-b3f5-4a3d-84cb-834235c0b705,For streams in which the streamer is playing on an Xbox Series S/X console
Yemen,d2817a56-0a50-4457-aa3f-f4d75c728765,For streams and content featuring the Yemeni community
Zambia,987dae1b-f612-4624-a47e-3a68c938927f,For streams and content featuring the Zambian community
Zanzibar,64e46d60-a204-4257-95f1-24924b577e1e,For streams and content featuring the Zanzibari community
Zerg,c7ce1f7c-b5d2-423c-bb33-e73c353d5e06,For streams featuring players of the Zerg in StarCraft or StarCraft II
Zimbabwe,3a6f781a-a342-432a-bedc-e3428919933e,For streams and content featuring the Zimbabwean community
",DefaulT,",0,0
